chr19	3281344	3282123	1	1	1	12	2	22
chr19	3282266	3282349	1	1	1	17	0	25
chr19	3282497	3284899	1	1	1	20	0	23
chr19	3284963	3285939	1	1	1	13	0	21
chr19	3286024	3290228	1	1	1	7	0	20
chr19	3286024	3290269	1	1	1	6	0	20
chr19	3289467	3300857	1	1	0	1	0	23
chr19	3290373	3293316	1	1	1	32	0	24
chr19	3293485	3295041	1	1	0	1	0	17
chr19	3293485	3296755	1	1	1	0	1	3
chr19	3359684	3381709	1	1	1	4	0	25
chr19	3366665	3381709	1	1	1	31	0	25
chr19	3382242	3425103	1	1	1	120	0	25
chr19	3425176	3433515	1	1	1	88	0	25
chr19	3425176	3449011	1	1	0	2	0	16
chr19	3433591	3434274	1	1	1	51	0	24
chr19	3434399	3435080	1	1	1	98	0	23
chr19	3434399	3435083	1	1	0	1	0	18
chr19	3435206	3449011	1	1	1	99	1	25
chr19	3439376	3465186	2	2	0	1	0	14
chr19	3449138	3452479	1	1	1	95	0	25
chr19	3452665	3453760	1	1	1	6	0	11
chr19	3452665	3456547	1	1	1	9	0	23
chr19	3452665	3462749	1	1	1	16	0	21
chr19	3453915	3456547	1	1	1	20	0	24
chr19	3453915	3462749	1	1	0	6	0	21
chr19	3456634	3462749	1	1	1	79	2	24
chr19	3474995	3478416	2	2	1	19	0	21
chr19	3478477	3478815	2	2	1	3	0	17
chr19	3478928	3480394	2	2	1	8	0	22
chr19	3478995	3479122	2	2	0	1	0	23
chr19	3478995	3480394	2	2	0	1	0	15
chr19	3491810	3492259	2	2	1	16	0	24
chr19	3492498	3494025	2	2	1	35	0	23
chr19	3494103	3496538	2	2	1	12	0	18
chr19	3496885	3500558	2	2	1	18	0	23
chr19	6664645	6746758	1	1	0	0	2	25
chr19	6688237	6746758	1	1	0	0	2	25
chr19	20616376	20647797	1	1	0	0	1	20
