2633
NM_031213	1876974	1885517	1885517	2	6	872	74
NM_079834	1905372	1926011	1885517	1	7	878	75
NM_138422	1905416	1913445	1926011	1	2	885	76
NM_001319	1941160	1981335	1926011	1	12	887	77
NR_033400	1952525	1954547	1981335	2	3	899	78
NM_017797	1985446	2015701	1981335	2	9	902	79
NM_017572	2037469	2051242	2015701	2	14	911	80
NM_199054	2037469	2051242	2051242	2	14	925	80
NM_130807	2071034	2096268	2051242	2	5	939	81
NM_001031735	2096867	2099582	2096268	1	9	944	82
NM_001039846	2096867	2099582	2099582	1	10	953	82
NM_001077523	2100992	2151555	2099582	2	31	963	83
NM_003938	2100993	2151555	2151555	2	30	994	83
NM_032482	2164147	2232576	2151555	1	28	1024	84
NM_018049	2233154	2236327	2232576	2	6	1052	85
NR_031596	2234060	2234147	2236327	2	1	1058	86
NM_007165	2236815	2248677	2236327	1	9	1059	87
NM_000479	2249112	2252071	2248677	1	5	1068	88
NR_036207	2250637	2250716	2252071	1	1	1073	89
NM_144616	2252249	2256421	2252071	2	7	1074	90
NM_004152	2269519	2273486	2256421	1	5	1081	91
NM_198532	2274630	2282180	2273486	2	4	1086	92
NM_001101391	2289773	2308155	2282180	2	2	1090	93
NM_016199	2321519	2328613	2308155	2	4	1092	94
NM_001077238	2328628	2355099	2328613	1	15	1096	95
NM_152988	2328628	2355099	2355099	1	15	1111	95
NM_182973	2389783	2426085	2355099	1	17	1126	96
NM_012458	2425621	2427874	2426085	2	3	1143	97
NM_032737	2428163	2456957	2427874	2	12	1146	98
NM_015675	2476122	2478256	2456957	1	4	1158	99
NM_052847	2511217	2702745	2478256	2	5	1162	100
NM_145173	2714564	2721389	2702745	2	2	1167	101
NM_144564	2732522	2740073	2721389	2	3	1169	102
NM_213568	2734523	2740073	2740073	2	2	1172	102
NM_003021	2754711	2783353	2740073	2	12	1174	103
NM_003249	2785505	2813598	2783353	1	13	1186	104
NM_001102651	2819871	2836732	2813598	1	5	1199	105
NM_152791	2841432	2860471	2836732	1	4	1204	106
NM_001172775	2841432	2860471	2860471	1	4	1208	106
NM_024967	2867332	2878500	2860471	1	4	1212	107
NM_173480	2900895	2918473	2878500	1	4	1216	108
NM_021217	2933215	2944968	2918473	2	4	1220	109
NM_001143986	2977535	2995181	2944968	1	17	1224	110
NM_024760	2977535	2995181	2995181	1	16	1241	110
NM_003260	2997635	3029164	2995181	2	20	1257	111
NM_001144762	2997635	3029611	3029164	2	18	1277	111
NM_001144761	2997635	3047632	3029611	2	20	1295	111
NM_198970	3052907	3062370	3047632	2	7	1315	112
NM_001130	3052907	3062370	3062370	2	7	1322	112
NM_198969	3052907	3062963	3062370	2	7	1329	112
NM_002067	3094407	3121453	3062963	1	7	1336	113
NM_002068	3136190	3163765	3121453	1	7	1343	114
NM_003775	3178735	3180329	3163765	1	1	1350	115
NM_020170	3185874	3209572	3180329	1	15	1351	116
NM_021938	3224700	3297072	3209572	1	13	1366	117
NM_001172673	3224701	3297072	3297072	1	12	1379	117
NR_033342	3225482	3297072	3297072	1	13	1391	117
NM_001245005	3359560	3469214	3297072	1	10	1404	118
NM_205843	3359560	3469214	3469214	1	11	1414	118
NM_005597	3366564	3469214	3469214	1	9	1425	118
NM_001245002	3366564	3469214	3469214	1	11	1434	118
NM_001245004	3366564	3469214	3469214	1	10	1445	118
NM_001136503	3474404	3480539	3469214	2	4	1455	119
NM_031304	3490818	3500620	3480539	2	5	1459	120
NM_001145165	3490818	3500937	3500620	2	5	1464	120
NM_016263	3506294	3536754	3500937	1	14	1469	121
NM_001136198	3522953	3536754	3536754	1	13	1483	121
NM_001136197	3522953	3536754	3536754	1	11	1496	121
NM_021731	3538262	3557570	3536754	2	11	1507	122
NM_001042680	3538262	3557570	3557570	2	10	1518	122
NM_001135580	3539154	3544027	3557570	1	4	1528	123
NM_174983	3544196	3557570	3557570	2	10	1532	122
NM_006339	3572942	3579080	3557570	1	10	1542	124
NM_133261	3585568	3593538	3579080	1	6	1552	125
NM_201636	3594503	3606830	3593538	2	4	1558	126
NM_001060	3594503	3606830	3606830	2	3	1562	126
NR_038865	3607244	3613927	3606830	1	4	1565	127
NM_001080543	3610626	3626812	3613927	2	10	1569	128
NM_021231	3610642	3626812	3626812	2	11	1579	128
NM_012398	3630178	3700476	3626812	2	18	1590	129
NM_001195733	3630178	3700476	3700476	2	17	1608	129
NM_014428	3728373	3750681	3700476	1	20	1625	130
NM_004886	3750770	3761672	3750681	2	11	1645	131
NM_172251	3762664	3767562	3761672	1	3	1656	132
NM_032753	3769088	3772218	3767562	2	3	1659	133
NM_139354	3777966	3786414	3772218	2	13	1662	134
NM_139355	3777966	3786414	3786414	2	14	1675	134
NM_002378	3777966	3801809	3786414	2	14	1689	134
NM_015174	3804021	3869026	3801809	2	19	1703	135
NR_027149	3851803	3869026	3869026	2	3	1722	135
NM_001145640	3851810	3869026	3869026	2	2	1725	135
NM_033064	3880617	3928079	3869026	1	13	1727	136
NM_170678	3933100	3942413	3928079	1	8	1740	137
NM_001348	3958451	3969825	3942413	2	8	1748	138
NR_030367	3961411	3961509	3969825	2	1	1756	139
NM_001961	3976053	3985460	3969825	2	15	1757	140
NR_002602	3982504	3982569	3985460	2	1	1772	141
NM_015897	4007748	4038066	3985460	1	11	1773	142
NM_015898	4045215	4066815	4038066	2	3	1784	143
NM_030662	4090319	4124125	4066815	2	11	1787	144
NM_032607	4153628	4173047	4124125	1	10	1798	145
NM_016539	4174105	4182595	4173047	2	8	1808	146
NM_001193285	4174105	4182595	4182595	2	7	1816	146
NM_133475	4183350	4224810	4182595	1	22	1823	147
NM_005755	4229539	4237523	4224810	1	5	1845	148
NM_018074	4247110	4269084	4237523	1	8	1850	149
NM_020209	4278597	4290719	4269084	1	6	1858	150
NM_001169126	4292224	4302427	4290719	2	5	1864	151
NM_144615	4292224	4302427	4302427	2	5	1869	151
NM_024333	4304590	4323842	4302427	1	13	1874	152
NM_001013841	4324039	4338846	4323842	2	13	1887	153
NM_017720	4324039	4338846	4338846	2	13	1900	153
NM_032868	4343523	4360082	4338846	1	12	1913	154
NM_001159846	4343523	4360082	4360082	1	11	1925	154
NM_001199944	4360363	4400414	4360082	2	10	1936	155
NM_003025	4360363	4400564	4400414	2	10	1946	155
NM_001199943	4360363	4400564	4400564	2	9	1956	155
NM_005483	4402659	4443393	4400564	1	15	1965	156
NM_001171091	4445002	4455294	4443393	2	11	1980	157
NM_025241	4445002	4457790	4455294	2	11	1991	157
NR_039901	4445974	4446044	4457790	1	1	2002	158
NM_001001520	4472254	4502221	4457790	1	17	2003	159
NM_032631	4472254	4502221	4502221	1	17	2020	159
NM_001080400	4502191	4517715	4502221	2	6	2037	160
NM_001013706	4522543	4535207	4517715	2	8	2043	161
NM_052972	4537226	4540035	4535207	2	2	2051	162
NM_032108	4542599	4559770	4540035	2	17	2053	163
NM_152362	4639526	4655579	4559770	1	2	2070	164
NM_001167942	4640028	4655579	4655579	1	2	2072	164
NM_019107	4657556	4670414	4655579	2	6	2074	165
NM_139159	4675243	4723854	4670414	2	22	2080	166
NM_001242901	4679293	4685959	4723854	1	3	2102	167
NR_027148	4769116	4772567	4723854	1	3	2105	168
NR_029607	4770681	4770790	4772567	1	1	2108	169
NM_018708	4791727	4795570	4772567	1	1	2109	170
NM_182919	4815935	4831753	4795570	2	2	2110	171
NM_001164189	4838345	4867779	4831753	2	8	2112	172
NM_005817	4838345	4867779	4867779	2	8	2120	172
NM_001164194	4838345	4867779	4867779	2	8	2128	172
NM_001080523	4890448	4902878	4867779	2	3	2136	173
NM_001048201	4909509	4962164	4902878	1	17	2139	174
NM_013282	4910565	4962164	4962164	1	16	2156	174
NR_039902	4932698	4932751	4962164	1	1	2172	175
NM_015015	4969123	5153607	4962164	1	23	2173	176
NM_130853	5205518	5340813	5153607	2	29	2196	177
NM_002850	5205518	5340813	5340813	2	38	2225	177
NM_130854	5205518	5340813	5340813	2	33	2263	177
NM_130855	5205518	5340813	5340813	2	30	2296	177
NM_181710	5455425	5456866	5340813	1	1	2326	178
NR_027064	5558177	5568004	5456866	2	3	2327	179
NM_014649	5587009	5622937	5568004	2	21	2330	180
NR_037699	5623045	5668488	5622937	1	19	2351	181
NM_002967	5623045	5668488	5668488	1	21	2370	181
NM_001201338	5623045	5668488	5668488	1	21	2391	181
NM_001201339	5623045	5668488	5668488	1	21	2412	181
NM_001201340	5623045	5668488	5668488	1	20	2433	181
NM_205767	5678432	5680910	5668488	2	4	2453	182
NM_198705	5681034	5688532	5680910	1	6	2457	183
NM_198704	5681034	5688532	5688532	1	6	2463	183
NM_198533	5681046	5688532	5688532	1	8	2469	183
NM_198707	5681051	5688532	5688532	1	7	2477	183
NM_198708	5681074	5688532	5688532	1	7	2484	183
NM_198706	5681074	5688532	5688532	1	8	2491	183
NM_033643	5690271	5691677	5688532	1	4	2499	184
NM_015414	5690345	5691677	5691677	1	3	2503	184
NM_004793	5691844	5720175	5691677	2	18	2506	185
NM_152784	5720687	5778741	5720175	1	22	2524	186
NM_001134316	5782970	5784775	5778741	2	3	2546	187
NM_001161619	5785152	5791248	5784775	2	12	2549	188
NM_020175	5785152	5791248	5791248	2	13	2561	188
NM_004558	5823817	5828334	5791248	1	2	2574	189
NM_001040701	5830636	5839741	5828334	2	2	2576	190
NM_000150	5830636	5839741	5839741	2	3	2578	190
NM_000149	5842898	5851484	5839741	2	3	2581	191
NM_001097639	5842898	5851484	5851484	2	3	2584	191
NM_001097640	5842898	5851484	5851484	2	3	2587	191
NM_001097641	5842898	5851484	5851484	2	2	2590	191
NM_002034	5865836	5870550	5851484	2	2	2592	192
NM_001193375	5891286	5904023	5870550	2	4	2594	193
NM_175614	5894680	5904023	5904023	2	4	2598	193
NR_034166	5894680	5904023	5904023	2	5	2602	193
NM_001017921	5904851	5910262	5904023	1	2	2607	194
NM_004058	5914192	5916221	5910262	1	5	2609	195
NM_080590	5914192	5916221	5916221	1	5	2614	195
NM_003624	5916151	5978319	5916221	2	17	2619	196
NM_007320	5916151	5978319	5978319	2	16	2636	196
NM_007322	5916151	5978319	5978319	2	17	2652	196
NR_046376	5978413	6020373	5978319	1	4	2669	197
NM_000635	5993174	6110663	6020373	2	18	2673	198
NM_134433	5993174	6110663	6110663	2	17	2691	198
NM_030924	6135709	6193111	6110663	1	15	2708	199
NM_005934	6210391	6279958	6193111	2	12	2723	200
NM_133492	6306509	6333639	6279958	2	6	2735	201
NM_006012	6361462	6368914	6333639	1	6	2741	202
NM_032306	6372443	6375260	6368914	1	4	2747	203
NM_004158	6375304	6375859	6375260	2	2	2751	204
NM_002096	6379579	6393290	6375859	2	13	2753	205
NM_003685	6413118	6424821	6393290	2	20	2766	206
NR_037505	6416420	6416521	6424821	2	1	2786	207
NM_173637	6426047	6433789	6424821	2	7	2787	208
NM_024103	6440074	6459780	6433789	2	10	2794	209
NM_139161	6464259	6467229	6459780	1	4	2804	210
NM_174881	6464259	6467229	6467229	1	5	2808	210
NM_024898	6467217	6481797	6467229	2	23	2813	211
NM_006087	6494329	6502329	6481797	2	4	2836	212
NM_003811	6531009	6535938	6502329	1	3	2840	213
NM_001252	6585849	6591162	6535938	2	3	2843	214
NM_172014	6663147	6670598	6591162	2	5	2846	215
NM_003807	6663147	6670598	6670598	2	5	2851	215
NM_000064	6677845	6720661	6670598	2	41	2856	216
NM_001080452	6729924	6737632	6720661	2	18	2897	217
NM_004240	6739706	6751528	6737632	1	14	2915	218
NM_005490	6752172	6767522	6751528	2	10	2929	219
NM_005428	6772721	6857370	6767522	1	27	2939	220
NM_001256252	6887559	6940463	6857370	1	20	2966	221
NM_001256254	6887559	6940463	6940463	1	18	2986	221
NM_001256253	6887559	6940463	6940463	1	20	3004	221
NM_001256255	6887559	6940463	6940463	1	18	3024	221
NM_001974	6887559	6940463	6940463	1	21	3042	221
NR_024075	6952510	6990856	6940463	2	16	3063	222
NR_024372	7004963	7006425	6990856	2	1	3079	223
NM_001136507	7030593	7033021	7006425	1	2	3080	224
NM_001164419	7037754	7040183	7033021	2	2	3082	225
NM_144614	7049350	7051745	7040183	1	2	3084	226
NM_001164425	7056215	7058644	7051745	2	2	3086	227
NM_001044387	7069470	7087977	7058644	1	8	3088	228
NM_024341	7069470	7087977	7087977	1	8	3096	228
NM_001044388	7069470	7087977	7087977	1	8	3104	228
NM_001079817	7112265	7294010	7087977	2	21	3112	229
NM_000208	7112265	7294010	7294010	2	22	3133	229
NM_015318	7459998	7537370	7294010	1	21	3155	230
NM_001130955	7504573	7537370	7537370	1	20	3176	230
NR_024491	7537722	7538246	7537370	2	1	3196	231
NM_080662	7541760	7553904	7538246	2	5	3197	232
NM_198534	7562444	7573335	7553904	1	9	3202	233
NM_018083	7581003	7585910	7573335	1	2	3211	234
NM_020533	7587495	7598894	7585910	1	14	3213	235
NM_006702	7599037	7626652	7598894	1	35	3227	236
NM_001166112	7599127	7626652	7626652	1	34	3262	236
NM_001166111	7599590	7626652	7626652	1	34	3296	236
NM_001166113	7599635	7626652	7626652	1	35	3330	236
NM_001166114	7600588	7626652	7626652	1	32	3365	236
NM_020902	7660787	7683195	7626652	1	17	3397	237
NM_001080429	7660787	7683195	7683195	1	19	3414	237
NM_020196	7684410	7694438	7683195	2	19	3433	238
NR_033242	7694670	7696509	7694438	1	5	3452	239
NM_001171155	7694670	7696509	7696509	1	4	3457	239
NM_174895	7696506	7698569	7696509	2	4	3461	240
NM_001127396	7701990	7712758	7698569	1	19	3465	241
NM_006949	7701990	7712758	7712758	1	19	3484	241
NM_001193374	7733971	7735339	7712758	1	4	3503	242
NM_020415	7733971	7735339	7735339	1	4	3507	242
NM_174918	7741942	7744718	7735339	1	7	3511	243
NM_001042462	7745706	7747747	7744718	1	2	3518	244
NM_174894	7745760	7747747	7747747	1	2	3520	244
NM_001042461	7745763	7747747	7747747	1	2	3522	244
NM_001207019	7753642	7764364	7747747	2	10	3524	245
NM_002002	7753642	7767031	7764364	2	11	3534	245
NM_001220500	7753642	7767031	7767031	2	11	3545	245
NM_198492	7793842	7797056	7767031	2	9	3556	246
NM_001244856	7793842	7797056	7797056	2	9	3565	246
NM_001144896	7804880	7812463	7797056	2	6	3574	247
NM_001144895	7804880	7812463	7812463	2	7	3580	247
NR_026692	7804880	7812463	7812463	2	6	3587	247
NM_001144897	7804880	7812463	7812463	2	7	3593	247
NM_001144899	7804880	7812463	7812463	2	7	3600	247
NM_021155	7804880	7812463	7812463	2	7	3607	247
NM_001144894	7804880	7812463	7812463	2	5	3614	247
NM_001144893	7804880	7812463	7812463	2	5	3619	247
NM_001144907	7828034	7834490	7812463	1	6	3624	248
NM_001144905	7828034	7834490	7834490	1	8	3630	248
NM_001144910	7828034	7834490	7834490	1	8	3638	248
NM_001144908	7828034	7834490	7834490	1	6	3646	248
NR_026709	7828034	7834490	7834490	1	4	3652	248
NR_026707	7828034	7834490	7834490	1	6	3656	248
NM_001144906	7828034	7834490	7834490	1	6	3662	248
NM_014257	7828034	7834490	7834490	1	7	3668	248
NR_026708	7828034	7834490	7834490	1	5	3675	248
NM_001144911	7828034	7834490	7834490	1	5	3680	248
NM_001144909	7828034	7834490	7834490	1	8	3685	248
NM_001144904	7828034	7834490	7834490	1	7	3693	248
NR_002931	7852369	7855897	7834490	1	7	3700	249
NM_145245	7895160	7929861	7855897	1	19	3707	250
NM_001159944	7911385	7929861	7929861	1	19	3726	250
NM_001190467	7933604	7939325	7929861	2	6	3745	251
NR_033250	7943516	7945116	7939325	2	1	3751	252
NM_025061	7953389	7966907	7945116	1	3	3752	253
NM_145185	7968764	7979362	7966907	1	11	3755	254
NM_001195259	7981031	7983979	7979362	1	6	3766	255
NM_003083	7985193	7988135	7983979	1	5	3772	256
NR_030717	7985866	7988135	7988135	1	5	3777	256
NM_206833	7989380	7991050	7988135	2	2	3782	257
NM_006351	7991602	8008707	7991050	2	13	3784	258
NM_001419	8023456	8070528	8008707	2	6	3797	259
NM_005624	8117645	8127546	8070528	1	6	3803	260
NM_001201359	8117645	8127546	8127546	1	6	3809	260
NM_032447	8130286	8212384	8127546	2	63	3815	261
NM_024552	8274216	8327303	8212384	1	12	3878	262
NM_001165895	8367010	8373239	8327303	2	4	3890	263
NM_016579	8367010	8373239	8373239	2	5	3894	263
NM_005001	8376183	8386279	8373239	2	4	3899	264
NM_001031	8386383	8387279	8386279	1	4	3903	265
NM_198471	8387467	8408145	8387279	2	11	3907	266
NM_001039667	8429010	8439256	8408145	1	6	3918	267
NM_139314	8429010	8439256	8439256	1	7	3924	267
NR_038237	8439259	8455574	8439256	2	3	3931	268
NM_004218	8455204	8469316	8455574	1	5	3934	269
NM_001005416	8478186	8503898	8469316	1	4	3939	270
NM_016496	8478186	8503898	8503898	1	6	3943	270
NM_001005415	8478186	8503898	8503898	1	5	3949	270
NM_005968	8509802	8554001	8503898	1	16	3954	271
NM_031203	8509802	8554001	8554001	1	17	3970	271
NM_032152	8554939	8567537	8554001	2	10	3987	272
NM_001146175	8575461	8579047	8567537	2	8	3997	273
NM_032370	8576215	8579047	8579047	2	6	4005	273
NM_012335	8585673	8642330	8579047	2	28	4011	274
NM_030957	8645125	8675587	8642330	2	26	4039	275
NM_178525	8807750	8809171	8675587	2	1	4065	276
NM_001004699	8841390	8842334	8809171	1	1	4066	277
NM_144693	8920381	8933564	8842334	2	6	4067	278
NM_145208	8953268	8954015	8933564	1	1	4073	279
NM_024690	8959519	9092017	8954015	2	84	4074	280
NM_001004456	9203920	9204861	9092017	1	1	4158	281
NM_001005193	9212944	9213981	9204861	2	1	4159	282
NM_001005192	9225503	9226438	9213981	2	1	4160	283
NM_001001958	9236687	9237625	9226438	2	1	4161	284
NM_001190791	9251055	9274090	9237625	1	6	4162	285
NM_020933	9251055	9274090	9274090	1	7	4168	285
NM_175883	9296269	9299492	9274090	1	1	4175	286
NM_001005191	9324525	9325546	9299492	2	1	4176	287
NM_001079935	9361719	9362738	9325546	1	1	4177	288
NM_198535	9405985	9415794	9362738	2	5	4178	289
NM_001202410	9434447	9454520	9415794	1	7	4183	290
NM_001202406	9434447	9454520	9454520	1	6	4190	290
NM_001202408	9434447	9454520	9454520	1	6	4196	290
NM_001202407	9434447	9454520	9454520	1	6	4202	290
NM_032497	9434447	9454520	9454520	1	7	4208	290
NM_001202411	9434447	9454520	9454520	1	7	4215	290
NM_001202409	9434447	9454520	9454520	1	7	4222	290
NM_001202412	9434901	9454520	9454520	1	7	4229	290
NM_001172650	9434901	9493292	9454520	1	12	4236	291
NM_001202425	9435370	9493292	9493292	1	9	4248	291
NM_003451	9473695	9493292	9493292	1	9	4257	292
NM_001172651	9486991	9493292	9493292	1	6	4266	292
NM_006631	9523270	9546233	9493292	2	11	4272	293
NM_198058	9523270	9546233	9546233	2	9	4283	293
NM_152476	9577030	9609278	9546233	2	10	4292	294
NM_024106	9638680	9649302	9609278	2	8	4302	295
NM_001008727	9676291	9695208	9649302	2	4	4310	296
NM_152289	9718001	9731915	9695208	2	6	4314	297
NM_001242812	9732157	9745537	9731915	1	4	4320	298
NM_001130032	9759337	9785775	9745537	2	6	4324	299
NM_017656	9759337	9785775	9785775	2	4	4330	299
NM_001130031	9759337	9785775	9785775	2	6	4334	299
NM_001199814	9800813	9811492	9785775	2	6	4340	300
NM_001077624	9868150	9879409	9811492	2	6	4346	301
NM_017703	9920942	9929730	9879409	2	3	4352	302
NM_001048241	9938555	9940796	9929730	1	5	4355	303
NM_024292	9938567	9940796	9940796	1	5	4360	303
NM_006221	9945882	9960364	9940796	1	4	4365	304
NR_038422	9945882	9960364	9960364	1	5	4369	304
NR_038830	9945882	9960364	9960364	1	6	4374	304
NM_058164	9964393	10047069	9960364	2	6	4380	305
NM_015719	10070236	10121146	10047069	2	67	4386	306
NM_015725	10123924	10132953	10121146	1	6	4453	307
NR_027300	10152031	10184812	10132953	1	30	4459	308
NM_018381	10196805	10203927	10184812	1	8	4489	309
NM_031917	10203012	10213424	10203927	2	6	4497	310
NM_020230	10216898	10221974	10213424	1	12	4503	312
NM_001040664	10216898	10226063	10221974	1	13	4515	311
NM_001198690	10216898	10226063	10226063	1	13	4528	311
NR_004381	10218326	10218410	10226063	1	1	4541	313
NR_003688	10220424	10220515	10226063	1	1	4542	314
NM_002566	10222196	10226063	10226063	1	2	4543	315
NM_003755	10225689	10230598	10226063	2	11	4545	316
NM_001130823	10244021	10305754	10230598	2	41	4556	317
NM_001379	10244021	10305754	10305754	2	40	4597	317
NM_004230	10332108	10341947	10305754	2	2	4637	318
NR_036206	10341088	10341160	10341947	1	1	4639	319
NM_146387	10362639	10370720	10341947	1	10	4640	320
NM_015956	10362639	10370720	10370720	1	9	4650	320
NM_146388	10362639	10370735	10370720	1	8	4659	320
NM_000201	10381516	10397290	10370735	1	7	4667	321
NM_022377	10397642	10399259	10397290	1	2	4674	322
NM_001039132	10397642	10399259	10399259	1	3	4676	322
NM_001544	10397642	10399259	10399259	1	3	4679	322
NM_003259	10400654	10407453	10399259	1	11	4682	323
NM_001103167	10415478	10420232	10407453	2	4	4693	324
NM_001031734	10420890	10426690	10420232	2	5	4697	325
NM_133452	10426888	10444313	10426690	2	13	4702	326
NM_002162	10444451	10450344	10444313	2	7	4715	327
NM_003331	10461203	10491247	10450344	2	25	4722	328
NM_007065	10501808	10514270	10491247	2	8	4747	329
NR_031592	10514133	10514213	10514270	2	1	4755	330
NM_001243121	10527448	10580306	10514270	1	17	4756	331
NM_001111307	10531332	10580306	10580306	1	15	4773	331
NM_001111308	10541520	10580306	10580306	1	15	4788	331
NM_001111309	10543110	10580306	10580306	1	15	4803	331
NM_006202	10563632	10580306	10580306	1	10	4818	331
NM_012289	10596795	10613480	10580306	2	6	4828	332
NM_203500	10596795	10614053	10613480	2	6	4834	332
NM_030760	10623417	10628125	10614053	2	2	4840	333
NM_001166215	10623417	10628667	10628125	2	2	4842	333
NM_032885	10654646	10664093	10628667	1	10	4844	334
NR_031603	10662797	10662879	10664093	1	1	4854	335
NM_023008	10663760	10676701	10664093	2	19	4855	336
NM_001800	10677137	10679630	10676701	2	2	4874	337
NM_079421	10677137	10679654	10679630	2	3	4876	337
NM_005498	10683346	10697990	10679654	2	12	4879	338
NM_001145056	10713120	10755234	10697990	1	22	4891	339
NM_020428	10736170	10755234	10755234	1	22	4913	339
NR_024333	10762537	10764547	10755234	2	1	4935	340
NM_004516	10764936	10796442	10764547	1	18	4936	341
NM_001137673	10764936	10796442	10796442	1	18	4954	341
NM_153464	10764936	10796442	10796442	1	18	4972	341
NM_017620	10764936	10803094	10796442	1	20	4990	341
NM_012218	10764936	10803094	10803094	1	20	5010	341
NM_031209	10812111	10824042	10803094	1	10	5030	342
NM_001005361	10828728	10942585	10824042	1	21	5040	343
NM_001190716	10828728	10942585	10942585	1	21	5061	343
NM_001005362	10828728	10942585	10942585	1	20	5082	343
NM_004945	10828728	10942585	10942585	1	20	5102	343
