target_id	length	eff_length	est_counts	tpm
NM_198540	1874	1645.83	0	0
NM_030578	1031	802.835	0	0
NM_001033549	1451	1222.83	0	0
NM_014173	1413	1184.83	0	0
NM_004324	891	662.835	0	0
NM_138761	810	581.835	0	0
NM_138763	663	434.835	0	0
NM_138764	771	542.835	0	0
NR_027882	908	679.835	0	0
NM_001127240	1829	1600.83	0	0
NM_001127241	1540	1311.83	0	0
NM_001127242	1349	1120.83	0	0
NM_014417	1843	1614.83	0	0
NM_001013257	2434	2205.83	0	0
NM_005581	2431	2202.83	0	0
NM_001164773	1323	1094.83	0	0
NM_001190	1599	1370.83	0	0
NR_028450	2080	1851.83	0	0
NR_028451	1632	1403.83	0	0
NM_000709	1774	1545.83	0	0
NM_001164783	1771	1542.83	0	0
NM_001040668	1852	1623.83	0	0
NM_138639	1855	1626.83	0	0
NM_005178	1864	1635.83	0	0
NM_017682	1910	1681.83	0	0
NM_033341	2022	1793.83	0	0
NM_212550	2600	2371.83	0	0
NM_000713	856	627.835	0	0
NM_014299	4635	4406.83	0	0
NM_058243	5198	4969.83	0	0
NM_032430	3081	2852.83	0	0
NM_001728	2005	1776.83	0	0
NM_198589	1657	1428.83	0	0
NM_198591	1590	1361.83	0	0
NM_001128326	654	425.835	0	0
NM_004335	939	710.835	0	0
NM_017797	2618	2389.83	0	0
NM_019107	1051	822.835	0	0
NM_001031726	4412	4183.83	0	0
NM_001256046	4628	4399.83	0	0
NM_001256047	4489	4260.83	0	0
NM_031448	4683	4454.83	0	0
NR_045690	4242	4013.83	0	0
NR_045691	4513	4284.83	0	0
NR_045692	4804	4575.83	0	0
NM_152474	915	686.835	0	0
NM_173481	2851	2622.83	0	0
NM_017914	895	666.835	0	0
NM_152482	2257	2028.83	0	0
NM_152769	2564	2335.83	0	0
NM_001080543	3624	3395.83	0	0
NM_021231	2676	2447.83	0	0
NR_038865	1913	1684.83	0	0
NM_033520	461	232.835	0	0
NM_198532	2570	2341.83	0	0
NM_001136482	1089	860.835	0	0
NM_152266	1138	909.835	0	0
NM_024104	1373	1144.83	0	0
NM_024038	910	681.835	0	0
NM_032207	3346	3117.83	0	0
NM_198534	1679	1450.83	0	0
NM_001039876	1541	1312.83	0	0
NM_001256440	2104	1875.83	0	0
NM_001256441	2099	1870.83	0	0
NM_178830	2125	1896.83	0	0
NR_046202	2152	1923.83	0	0
NM_199249	1667	1438.83	0	0
NM_199250	1504	1275.83	0	0
NM_001256714	2302	2073.83	0	0
NM_001256715	2231	2002.83	0	0
NM_001256716	2318	2089.83	0	0
NM_178837	2242	2013.83	0	0
NM_138358	1396	1167.83	0	0
NM_014047	909	680.835	0	0
NM_198476	2753	2524.83	0	0
NM_001039887	2146	1917.83	0	0
NM_024323	2420	2191.83	0	0
NM_174918	1308	1079.83	0	0
NM_001033026	2708	2479.83	0	0
NM_033420	2608	2379.83	0	0
NM_001100418	880	651.835	0	0
NM_001100419	814	585.835	0	0
NM_175063	2034	1805.83	0	0
NM_206538	1947	1718.83	0	0
NM_018381	2124	1895.83	0	0
NM_001130514	946	717.835	0	0
NM_205767	900	671.835	0	0
NM_001135580	671	442.835	0	0
NM_018111	744	515.835	0	0
NM_173635	1706	1477.83	0	0
NM_001101340	2112	1883.83	0	0
NM_001136503	908	679.835	169	14409.4
NM_001171155	339	110.835	0	0
NR_033242	429	200.835	0	0
NM_018687	872	643.835	0	0
NM_001195076	765	536.835	0	0
NM_001136263	3124	2895.83	0	0
NM_000064	5101	4872.83	0	0
NR_027300	3763	3534.83	0	0
NM_001736	2341	2112.83	0	0
NM_001217	1653	1424.83	0	0
NM_019855	1828	1599.83	0	0
NM_000068	8636	8407.83	0	0
NM_001127221	8626	8397.83	0	0
NM_001127222	8628	8399.83	0	0
NM_001174080	8627	8398.83	0	0
NM_023035	8641	8412.83	0	0
NM_031897	1637	1408.83	0	0
NM_145814	1850	1621.83	0	0
NM_145815	1712	1483.83	0	0
NM_031896	2345	2116.83	0	0
NM_031895	8751	8522.83	1	6.80111
NM_145296	2176	1947.83	0	0
NM_005184	2259	2030.83	0	0
NM_004343	1911	1682.83	0	0
NM_145046	1292	1063.83	0	0
NM_001080429	4185	3956.83	0	0
NM_020902	4104	3875.83	0	0
NM_144691	3129	2900.83	0	0
NM_001003962	1475	1246.83	0	0
NM_001749	1478	1249.83	0	0
NM_004058	1609	1380.83	0	0
NM_080590	1528	1299.83	0	0
NM_001184900	5281	5052.83	0	0
NM_001184901	5228	4999.83	0	0
NM_001184902	5502	5273.83	0	0
NM_001184903	5236	5007.83	0	0
NM_001184904	626	397.835	0	0
NM_014959	5339	5110.83	0	0
NR_033678	5198	4969.83	0	0
NR_033679	5240	5011.83	0	0
NR_033680	5056	4827.83	0	0
NM_199141	2968	2739.83	0	0
NM_012114	3144	2915.83	0	0
NM_152784	2513	2284.83	0	0
NM_021185	3724	3495.83	0	0
NM_001130852	1453	1224.83	0	0
NM_012116	1591	1362.83	0	0
NM_017721	3640	3411.83	0	0
NM_173482	1751	1522.83	0	0
NM_013301	1992	1763.83	0	0
NM_144577	3220	2991.83	1	19.3743
NM_001136203	987	758.835	0	0
NM_138442	1049	820.835	0	0
NM_030818	1632	1403.83	0	0
NM_145045	2162	1933.83	0	0
NM_144688	2383	2154.83	0	0
NM_001080503	1063	834.835	0	0
NM_001080402	1825	1596.83	0	0
NM_032040	3334	3105.83	0	0
NM_015603	2078	1849.83	0	0
NM_018074	1397	1168.83	0	0
NM_052848	3322	3093.83	0	0
NM_001201359	999	770.835	0	0
NM_005624	1002	773.835	0	0
NM_001238	1947	1718.83	0	0
NM_020406	2364	2135.83	0	0
NM_001144893	3918	3689.83	0	0
NM_001144894	4194	3965.83	0	0
NM_001144895	4050	3821.83	0	0
NM_001144896	4254	4025.83	0	0
NM_001144897	4308	4079.83	0	0
NM_001144899	3843	3614.83	0	0
NM_021155	4326	4097.83	0	0
NR_026692	4426	4197.83	0	0
NM_001185099	3028	2799.83	0	0
NM_001185100	3173	2944.83	0	0
NM_001185101	2761	2532.83	0	0
NM_001771	3292	3063.83	0	0
NM_001165895	1125	896.835	0	0
NM_016579	1251	1022.83	0	0
NM_001082618	1085	856.835	0	0
NM_001177608	1108	879.835	0	0
NM_001772	1466	1237.83	0	0
NM_001040031	1209	980.835	0	0
NM_001774	1243	1014.83	0	0
NM_012099	3286	3057.83	0	0
NM_001252	913	684.835	0	0
NM_001783	1258	1029.83	0	0
NM_021601	1144	915.835	0	0
NM_001025160	3345	3116.83	0	0
NM_001784	3213	2984.83	0	0
NM_078481	3492	3263.83	0	0
NM_004359	1445	1216.83	0	0
NM_007065	1671	1442.83	0	0
NM_145057	875	646.835	0	0
NM_001800	1399	1170.83	0	0
NM_079421	1145	916.835	0	0
NM_001024912	3466	3237.83	0	0
NM_001184813	3231	3002.83	0	0
NM_001184815	3324	3095.83	0	0
NM_001184816	3178	2949.83	0	0
NM_001205344	3461	3232.83	0	0
NM_001712	3519	3290.83	0	0
NM_001039213	1692	1463.83	0	0
NM_001080405	1197	968.835	0	0
NM_001127893	2245	2016.83	0	0
NM_020219	2248	2019.83	0	0
NM_001102597	1809	1580.83	0	0
NM_001102598	1494	1265.83	0	0
NM_001102599	1530	1301.83	0	0
NM_001102600	1773	1544.83	0	0
NM_001098506	1359	1130.83	0	0
NM_033543	1356	1127.83	0	0
NR_027754	3016	2787.83	1.33459	27.7489
NM_001815	1151	922.835	0	0
NM_001817	1205	976.835	0	0
NM_004363	3600	3371.83	0	0
NM_002483	2631	2402.83	0	0
NM_006890	2289	2060.83	0	0
NM_001816	2303	2074.83	0	0
NM_004364	2591	2362.83	0	0
NM_001252296	3633	3404.83	0	0
NM_001806	3770	3541.83	0	0
NM_001172673	5007	4778.83	2147.49	26047.9
NM_021938	1853	1624.83	82.6501	2948.48
NR_033342	1650	1421.83	36.8606	1502.72
NM_032816	2605	2376.83	0	0
NM_021267	2558	2329.83	0	0
NM_198207	2103	1874.83	0	0
NM_024552	1816	1587.83	0	0
NM_001928	1159	930.835	1	62.2718
NM_000737	919	690.835	0	0
NM_033377	732	503.835	0	0
NM_033378	732	503.835	0	0
NM_033043	880	651.835	0	0
NM_033142	880	651.835	0	0
NM_033183	887	658.835	0	0
NM_005483	3343	3114.83	0	0
NM_006387	4095	3866.83	0	0
NM_014453	908	679.835	0	0
NM_198426	900	671.835	0	0
NM_001127895	2226	1997.83	0	0
NM_001127896	2137	1908.83	0	0
NM_022467	2479	2250.83	0	0
NM_054113	661	432.835	0	0
NM_015125	5473	5244.83	0	0
NM_153221	4199	3970.83	0	0
NM_001280	1397	1168.83	0	0
NR_023312	3263	3034.83	0	0
NR_023313	3095	2866.83	0	0
NR_027271	1356	1127.83	0	0
NM_001824	1656	1427.83	0	0
NM_007056	2234	2005.83	0	0
NM_001828	633	404.835	0	0
NM_152353	974	745.835	0	0
NM_002975	1407	1178.83	0	0
NM_001204118	2162	1933.83	0	0
NM_207390	2052	1823.83	0	0
NM_001244856	1324	1095.83	0	0
NM_198492	1360	1131.83	0	0
NR_002931	1935	1706.83	0	0
NM_001144904	1782	1553.83	0	0
NM_001144905	1863	1634.83	0	0
NM_001144906	1527	1298.83	0	0
NM_001144907	1734	1505.83	0	0
NM_001144908	1546	1317.83	0	0
NM_001144909	1797	1568.83	0	0
NM_001144910	1866	1637.83	0	0
NM_001144911	1738	1509.83	0	0
NM_014257	1935	1706.83	0	0
NR_026707	2383	2154.83	0	0
NR_026708	2270	2041.83	0	0
NR_026709	2207	1978.83	0	0
NM_001199570	3456	3227.83	0	0
NM_015526	3372	3143.83	0	0
NM_006012	1151	922.835	0	0
NM_001294	2513	2284.83	0	0
NR_040006	2480	2251.83	0	0
NR_040007	2504	2275.83	0	0
NM_032488	528	299.835	0	0
NM_001299	1586	1357.83	0	0
NM_004368	2458	2229.83	0	0
NM_201277	2341	2112.83	0	0
NM_014516	2887	2658.83	0	0
NM_024877	1817	1588.83	0	0
NM_015719	6174	5945.83	0	0
NM_000095	2452	2223.83	0	0
NM_007263	1134	905.835	0	0
NM_199442	981	752.835	0	0
NM_199444	978	749.835	0	0
NM_001863	590	361.835	0	0
NM_144613	1663	1434.83	0	0
NM_001864	762	533.835	0	0
NM_015692	5988	5759.83	0	0
NM_001136052	2821	2592.83	0	0
NM_001199752	2918	2689.83	0	0
NM_001199753	2854	2625.83	0	0
NM_152359	2785	2556.83	0	0
NM_139161	1106	877.835	0	0
NM_174881	765	536.835	0	0
NM_032607	2584	2355.83	0	0
NM_004750	1804	1575.83	0	0
NM_001098482	6992	6763.83	0	0
NM_015321	6944	6715.83	0	0
NM_000554	4466	4237.83	0	0
NM_001319	2904	2675.83	0	0
NR_033400	1313	1084.83	0	0
NM_145232	2107	1878.83	0	0
NM_206833	1263	1034.83	0	0
NM_198477	853	624.835	0	0
NM_000766	1760	1531.83	0	0
NM_000762	1764	1535.83	0	0
NM_000764	2281	2052.83	0	0
NM_030589	2128	1899.83	0	0
NM_000767	3052	2823.83	0	0
NR_001278	2910	2681.83	1.08736	23.502
NM_000774	1826	1597.83	0	0
NR_040249	2511	2282.83	0	0
NM_030622	2621	2392.83	0	0
NM_001128932	2973	2744.83	0	0
NM_021187	3395	3166.83	0	0
NM_023944	1783	1554.83	0	0
NM_001082	2360	2131.83	0	0
NM_173483	2609	2380.83	0	0
NR_033864	2470	2241.83	0	0
NM_000896	2988	2759.83	0	0
NM_001199208	2988	2759.83	0	0
NM_001199209	2972	2743.83	0	0
NM_007253	1905	1676.83	0	0
NM_004228	4604	4375.83	0	0
NM_017457	4607	4378.83	0	0
NM_145056	2834	2605.83	0	0
NM_152654	1732	1503.83	8.75538	337.473
NM_001348	2105	1876.83	0	0
NM_018959	2184	1955.83	0	0
NM_170711	2273	2044.83	0	0
NM_001352	1643	1414.83	0	0
NM_138353	2258	2029.83	0	0
NM_024050	4077	3848.83	0	0
NM_005804	1540	1311.83	0	0
NR_038336	1633	1404.83	0	0
NR_046366	1430	1201.83	0	0
NM_019070	1836	1607.83	0	0
NR_033677	1765	1536.83	0	0
NM_133328	1887	1658.83	0	0
NM_024898	2795	2566.83	0	0
NM_014475	1081	852.835	0	0
NM_001206974	1203	974.835	0	0
NM_001930	1352	1123.83	0	0
NM_013406	1211	982.835	0	0
NR_038192	1248	1019.83	0	0
NM_014681	4372	4143.83	0	0
NM_145173	3398	3169.83	0	0
NR_027003	1634	1405.83	0	0
NR_026894	529	300.835	0	0
NM_001197301	938	709.835	0	0
NM_001197302	992	763.835	0	0
NM_014419	1031	802.835	0	0
NM_016941	2383	2154.83	0	0
NM_203486	2046	1817.83	0	0
NM_001035516	603	374.835	0	0
NM_001126056	1903	1674.83	0	0
NM_001126057	1497	1268.83	0	0
NM_001126058	1461	1232.83	0	0
NM_001126059	954	725.835	0	0
NM_001190347	1855	1626.83	0	0
NM_001190348	1611	1382.83	0	0
NM_001190349	1410	1181.83	0	0
NM_033317	1936	1707.83	0	0
NR_033746	1044	815.835	0	0
NM_001081560	2850	2621.83	0	0
NM_001081562	2846	2617.83	0	0
NM_001081563	3234	3005.83	0	0
NM_004409	2865	2636.83	0	0
NM_001040283	1820	1591.83	0	0
NM_004943	3308	3079.83	0	0
NM_006145	2233	2004.83	0	0
NM_001375	2008	1779.83	0	0
NM_001005360	3666	3437.83	0	0
NM_001005361	3666	3437.83	0	0
NM_001005362	3654	3425.83	0	0
NM_001190716	3663	3434.83	0	0
NM_004945	3654	3425.83	0	0
NM_001130823	5400	5171.83	0	0
NM_001379	5352	5123.83	0	0
NM_020812	6400	6171.83	0	0
NM_001145165	2032	1803.83	131.075	4211.97
NM_031304	1743	1514.83	1027.93	39333.3
NM_032482	7436	7207.83	0	0
NM_001135155	2326	2097.83	0	0
NM_001135156	2303	2074.83	0	0
NM_004647	2224	1995.83	0	0
NM_139159	4269	4040.83	1	14.3447
NM_001012728	648	419.835	0	0
NM_001172774	6002	5773.83	0	0
NM_207325	6028	5799.83	0	0
NM_001161619	1385	1156.83	0	0
NM_020175	2111	1882.83	0	0
NM_001012729	3346	3117.83	0	0
NM_004714	2535	2306.83	0	0
NM_006483	2415	2186.83	0	0
NM_006484	2451	2222.83	0	0
NM_005755	1137	908.835	0	0
NM_001398	1263	1034.83	0	0
NM_001142464	1549	1320.83	0	0
NM_001142465	1056	827.835	0	0
NM_001243204	1587	1358.83	0	0
NM_016581	1698	1469.83	0	0
NM_001961	3158	2929.83	0	0
NM_001405	2142	1913.83	5	151.436
NM_053046	2245	2016.83	0	0
NM_080732	2155	1926.83	0	0
NM_014601	3584	3355.83	0	0
NM_153232	1392	1163.83	0	0
NM_152361	1865	1636.83	0	0
NM_003755	1127	898.835	0	0
NM_013234	879	650.835	0	0
NM_001972	924	695.835	0	0
NM_001419	6058	5829.83	0	0
NM_001420	4682	4453.83	0	0
NM_032281	4661	4432.83	0	0
NM_006532	4027	3798.83	0	0
NM_032377	1019	790.835	1	73.2956
NM_022142	1059	830.835	0	0
NM_001193268	2889	2660.83	0	0
NM_001193269	2793	2564.83	0	0
NM_012155	2254	2025.83	0	0
NR_034098	1974	1745.83	0	0
NM_001425	829	600.835	0	0
NM_001256252	3088	2859.83	0	0
NM_001256253	2950	2721.83	0	0
NM_001256254	2722	2493.83	0	0
NM_001256255	2614	2385.83	0	0
NM_001974	3145	2916.83	0	0
NM_013447	6771	6542.83	0	0
NM_152916	6624	6395.83	0	0
NM_152917	6492	6263.83	0	0
NM_152918	6345	6116.83	0	0
NM_152919	6738	6509.83	0	0
NM_152920	6591	6362.83	0	0
NM_152921	6459	6230.83	0	0
NM_032571	2301	2072.83	0	0
NR_024075	2732	2503.83	0	0
NM_001142886	1771	1542.83	0	0
NM_024794	1810	1581.83	0	0
NM_001130071	2947	2718.83	0	0
NM_001130072	2484	2255.83	0	0
NM_013333	2406	2177.83	0	0
NM_000121	2441	2212.83	0	0
NR_033663	2691	2462.83	0	0
NM_021235	2774	2545.83	0	0
NM_017729	2202	1973.83	0	0
NM_133180	2585	2356.83	0	0
NM_001166049	3310	3081.83	0	0
NM_001983	3382	3153.83	0	0
NM_202001	1274	1045.83	0	0
NM_000400	2568	2339.83	0	0
NM_001130867	1735	1506.83	0	0
NM_006494	2705	2476.83	0	0
NM_152473	2490	2261.83	0	0
NM_001191055	2482	2253.83	0	0
NM_001014763	1301	1072.83	0	0
NM_001985	916	687.835	0	0
NM_014297	963	734.835	0	0
NM_014209	1487	1258.83	0	0
NM_001159944	3735	3506.83	0	0
NM_145245	3813	3584.83	0	0
NM_138568	1719	1490.83	0	0
NM_020158	993	764.835	0	0
NM_003950	2731	2502.83	2	46.3193
NM_001130111	1563	1334.83	0	0
NM_031213	1716	1487.83	0	0
NM_138401	1193	964.835	0	0
NM_001098524	2222	1993.83	0	0
NM_173544	2508	2279.83	0	0
NR_026818_1	1130	901.835	0	0
NR_026820_1	1130	901.835	0	0
NM_152481	1179	950.835	0	0
NM_014077	1449	1220.83	0	0
NM_138411	1225	996.835	0	0
NM_001145402	3183	2954.83	0	0
NM_017708	2011	1782.83	0	0
NR_046365	496	267.835	0	0
NM_174905	1275	1046.83	0	0
NM_004461	1853	1624.83	0	0
NM_001436	1165	936.835	0	0
NM_032447	8967	8738.83	0	0
NM_017703	1852	1623.83	0	0
NM_024907	2215	1986.83	0	0
NM_148169	2175	1946.83	0	0
NM_178820	2322	2093.83	5.51849	152.771
NM_001080469	2990	2761.83	0	0
NM_032301	1737	1508.83	0	0
NM_002000	1671	1442.83	0	0
NM_133269	1605	1376.83	0	0
NM_133271	1383	1154.83	0	0
NM_133272	1635	1406.83	0	0
NM_133273	1347	1118.83	0.0038517	0.199549
NM_133274	1561	1332.83	0	0
NM_133277	1344	1115.83	0.0159404	0.828065
NM_133278	1569	1340.83	0	0
NM_133279	1624	1395.83	1	41.5269
NM_001207019	1483	1254.83	0	0
NM_001220500	1619	1390.83	0	0
NM_002002	1615	1386.83	0	0
NM_003890	16390	16161.8	0	0
NM_001136019	1893	1664.83	0	0
NM_004107	1629	1400.83	0	0
NM_001161357	3225	2996.83	0	0
NM_001161358	3121	2892.83	0	0
NM_001161359	3051	2822.83	0	0
NM_015122	3215	2986.83	0	0
NM_001031734	842	613.835	0	0
NM_018708	3844	3615.83	0	0
NM_005303	923	694.835	0	0
NM_005306	2053	1824.83	0	0
NM_005304	1672	1443.83	0	0
NM_019113	885	656.835	0	0
NM_020637	513	284.835	0	0
NM_032836	2660	2431.83	0	0
NR_024162	1643	1414.83	0	0
NM_012181	1766	1537.83	0	0
NM_001039885	3474	3245.83	0	0
NM_024301	3422	3193.83	0	0
NM_001190467	4517	4288.83	0	0
NR_024335	1701	1472.83	0	0
NR_024336	1586	1357.83	0	0
NR_024372	1463	1234.83	0	0
NR_027257	1436	1207.83	0	0
NR_034159	1701	1472.83	1.69527	66.719
NR_028324	4874	4645.83	0	0
NM_001204502	1107	878.835	0	0
NM_001204503	1076	847.835	0	0
NM_001459	1056	827.835	0	0
NM_001114171	3668	3439.83	0	0
NM_006732	3776	3547.83	0	0
NM_004497	1989	1760.83	0	0
NM_001193306	1371	1142.83	0	0
NM_002029	1317	1088.83	0	0
NM_001005738	1913	1684.83	0	0
NM_001462	2011	1782.83	0	0
NM_002030	2517	2288.83	0	0
NM_024333	1847	1618.83	0	0
NM_005860	2511	2282.83	0	0
NM_000146	871	642.835	0	0
NM_000148	4246	4017.83	0	0
NM_000511	3099	2870.83	0.272713	5.50632
NM_001097638	3089	2860.83	1.72729	34.9974
NM_000149	2590	2361.83	0	0
NM_001097639	2242	2013.83	0	0
NM_001097640	2188	1959.83	0	0
NM_001097641	2049	1820.83	0	0
NM_002034	1988	1759.83	0	0
NM_000150	3137	2908.83	0	0
NM_001040701	3009	2780.83	1	20.8444
NM_001171937	1637	1408.83	0	0
NM_025129	1745	1516.83	0	0
NR_033269	1660	1431.83	0	0
NM_005031	547	318.835	0	0
NM_021902	513	284.835	0	0
NM_001136007	1579	1350.83	0	0
NM_001136008	778	549.835	0	0
NM_001136009	843	614.835	0	0
NM_001136010	759	530.835	0	0
NM_001136011	1457	1228.83	0	0
NM_001136012	1451	1222.83	0	0
NM_005971	1373	1144.83	0	0
NM_021910	1535	1306.83	0	0
NM_001164605	898	669.835	0	0
NM_014164	895	666.835	0	0
NM_144779	908	679.835	0	0
NR_028406	1589	1360.83	0	0
NM_022006	713	484.835	0	0
NM_001136197	3170	2941.83	0	0
NM_001136198	3446	3217.83	0	0
NM_016263	3615	3386.83	0	0
NM_015675	1375	1146.83	0	0
NM_052850	743	514.835	0	0
NM_001145546	889	660.835	0	0
NM_033106	938	709.835	0	0
NM_000156	1138	909.835	0	0
NM_138924	1769	1540.83	0	0
NM_014364	1492	1263.83	0	0
NM_017660	5672	5443.83	0	0
NM_000159	1822	1593.83	0	0
NM_013976	1590	1361.83	0	0
NM_001492	2558	2329.83	0	0
NM_004864	1200	971.835	0	0
NM_001007269	1524	1295.83	0	0
NM_001007270	1561	1332.83	0	0
NM_024707	1647	1418.83	0	0
NM_152657	2154	1925.83	0	0
NM_005716	1929	1700.83	0	0
NM_202467	1611	1382.83	0	0
NM_202468	1873	1644.83	0	0
NM_202469	1555	1326.83	0	0
NM_202470	1785	1556.83	0	0
NM_202494	1467	1238.83	0	0
NM_133261	4317	4088.83	0	0
NM_000164	2024	1795.83	0	0
NM_024656	3593	3364.83	1	17.2266
NM_015711	5739	5510.83	0	0
NM_015710	1522	1293.83	0	0
NM_004877	657	428.835	0	0
NM_016573	3517	3288.83	0	0
NM_002067	1599	1370.83	1065	45032.7
NM_002068	2132	1903.83	164	4993.19
NM_052847	4246	4017.83	0	0
NM_033258	213	49.7493	0	0
NM_001083899	2266	2037.83	4.64899e-07	1.32237e-05
NM_001256017	2208	1979.83	2	58.5551
NM_016363	2262	2033.83	1.31448e-06	3.7463e-05
NM_018025	3362	3133.83	0	0
NM_000175	4194	3965.83	0	0
NM_001184722	4257	4028.83	0	0
NM_001080452	2076	1847.83	0	0
NM_001506	1071	842.835	0	0
NM_005282	3047	2818.83	0	0
NM_018485	1287	1058.83	0	0
NM_001039847	939	710.835	0	0
NM_001039848	1006	777.835	0	0
NM_002085	917	688.835	0	0
NM_001136199	2607	2378.83	0	0
NM_020895	2640	2411.83	0	0
NM_002088	3528	3299.83	0	0
NM_000836	5093	4864.83	0	0
NM_138690	3254	3025.83	0	0
NM_031485	2456	2227.83	0	0
NM_019884	2179	1950.83	0	0
NM_002096	2551	2322.83	0	0
NM_001128855	2539	2310.83	0	0
NM_001195422	2595	2366.83	0	0
NM_032620	2602	2373.83	0	0
NM_133644	2698	2469.83	0	0
NM_001161587	3426	3197.83	0	0
NM_002103	3618	3389.83	0	0
NR_027763	3436	3207.83	0	0
NM_005317	947	718.835	0	0
NM_021175	426	197.835	0	0
NM_023002	3438	3209.83	0	0
NM_001523	2087	1858.83	0	0
NM_015302	4309	4080.83	0	0
NM_001011699	1453	1224.83	0	0
NM_033417	1456	1227.83	0	0
NM_001194	3408	3179.83	0	0
NM_001007469	504	275.835	0	0
NM_014266	507	278.835	0	0
NM_001001520	2309	2080.83	0	0
NM_032631	2306	2077.83	0	0
NM_022462	5788	5559.83	2.03289	21.1941
NM_152794	5884	5655.83	0.000237187	0.00243084
NM_152795	5852	5623.83	0.00477124	0.049177
NM_152796	1761	1532.83	0	0
NM_144685	2452	2223.83	0	0
NM_181786	2929	2700.83	0	0
NM_006339	1584	1355.83	0	0
NM_012292	4264	4035.83	0	0
NM_001005335	1881	1652.83	0	0
NM_001533	2115	1886.83	0	0
NM_005968	2537	2308.83	0	0
NM_031203	2420	2191.83	0	0
NM_007040	4201	3972.83	0	0
NM_144732	3714	3485.83	0	0
NM_001145721	1418	1189.83	0	0
